# Theory BB lensing spectra (r=0) with Planck 2018 best-fit parameters from plikHM_TTTEEE_lowl_lowE_lensing LCDM chain
# l	l(l+1)Cl^BB/2pi [uK^2]
3859	9.698560e-03
3860	9.691086e-03
3861	9.683619e-03
3862	9.676161e-03
3863	9.668712e-03
3864	9.661271e-03
3865	9.653839e-03
3866	9.646415e-03
3867	9.638999e-03
3868	9.631592e-03
3869	9.624193e-03
3870	9.616803e-03
3871	9.609421e-03
3872	9.602048e-03
3873	9.594682e-03
3874	9.587325e-03
3875	9.579976e-03
3876	9.572635e-03
3877	9.565301e-03
3878	9.557976e-03
3879	9.550658e-03
3880	9.543347e-03
3881	9.536044e-03
3882	9.528748e-03
3883	9.521459e-03
3884	9.514177e-03
3885	9.506902e-03
3886	9.499634e-03
3887	9.492371e-03
3888	9.485116e-03
3889	9.477866e-03
3890	9.470623e-03
3891	9.463386e-03
3892	9.456154e-03
3893	9.448929e-03
3894	9.441708e-03
3895	9.434494e-03
3896	9.427285e-03
3897	9.420082e-03
3898	9.412884e-03
3899	9.405691e-03
3900	9.398504e-03
3901	9.391322e-03
3902	9.384145e-03
3903	9.376974e-03
3904	9.369808e-03
3905	9.362647e-03
3906	9.355492e-03
3907	9.348342e-03
3908	9.341199e-03
3909	9.334060e-03
3910	9.326928e-03
3911	9.319801e-03
3912	9.312681e-03
3913	9.305566e-03
3914	9.298458e-03
3915	9.291356e-03
3916	9.284261e-03
3917	9.277172e-03
3918	9.270090e-03
3919	9.263015e-03
3920	9.255947e-03
3921	9.248886e-03
3922	9.241833e-03
3923	9.234787e-03
3924	9.227748e-03
3925	9.220717e-03
3926	9.213693e-03
3927	9.206678e-03
3928	9.199670e-03
3929	9.192670e-03
3930	9.185678e-03
3931	9.178694e-03
3932	9.171718e-03
3933	9.164750e-03
3934	9.157790e-03
3935	9.150837e-03
3936	9.143893e-03
3937	9.136957e-03
3938	9.130028e-03
3939	9.123107e-03
3940	9.116194e-03
3941	9.109288e-03
3942	9.102390e-03
3943	9.095499e-03
3944	9.088615e-03
3945	9.081737e-03
3946	9.074867e-03
3947	9.068004e-03
3948	9.061146e-03
3949	9.054296e-03
3950	9.047451e-03
3951	9.040612e-03
3952	9.033779e-03
3953	9.026952e-03
3954	9.020130e-03
3955	9.013314e-03
3956	9.006502e-03
3957	8.999696e-03
3958	8.992894e-03
3959	8.986098e-03
3960	8.979305e-03
3961	8.972518e-03
3962	8.965734e-03
3963	8.958955e-03
3964	8.952180e-03
3965	8.945410e-03
3966	8.938643e-03
3967	8.931881e-03
3968	8.925123e-03
3969	8.918369e-03
3970	8.911619e-03
3971	8.904873e-03
3972	8.898132e-03
3973	8.891394e-03
3974	8.884661e-03
3975	8.877933e-03
3976	8.871209e-03
3977	8.864490e-03
3978	8.857776e-03
3979	8.851066e-03
3980	8.844362e-03
3981	8.837663e-03
3982	8.830969e-03
3983	8.824281e-03
3984	8.817599e-03
3985	8.810922e-03
3986	8.804251e-03
3987	8.797586e-03
3988	8.790928e-03
3989	8.784276e-03
3990	8.777630e-03
3991	8.770992e-03
3992	8.764359e-03
3993	8.757734e-03
3994	8.751116e-03
3995	8.744504e-03
3996	8.737900e-03
3997	8.731303e-03
3998	8.724713e-03
3999	8.718130e-03
4000	8.711554e-03
